node,iteration,delta
1,1,22.4375
1,2,13.272061773024909
1,3,17.586474776942907
1,4,9.38877029248988
1,5,8.953288299806331
1,6,8.358183602375277
1,7,12.210373510060947
1,8,11.17042615343945
1,9,9.673007477189344
1,10,6.758482278189831
1,11,8.30671566122453
1,12,5.349159155226175
1,13,4.622347834178754
1,14,4.4525096954421315
1,15,5.240783308770233
1,16,4.3984739585851
1,17,8.189605085282665
1,18,7.59652129446431
1,19,2.556941478226463
1,20,0.0
1,21,3.186837035522103
1,22,20.16507728829879
1,23,5.072360960346259
1,24,2.159181976025593
1,25,8.580177585065712
1,26,4.915774272011049
1,27,8.105905483054357
1,28,3.3350710418917515
1,29,3.596456679417315
1,30,7.020475252111282
1,31,2.8902881129583875
1,32,10.95688050253375
1,33,3.746635649140444
1,34,1.8053862842084527
1,35,3.7585855113197795
1,36,0.4537858377570956
1,37,1.2270427841922356
1,38,1.2330530961771728
1,39,5.2181844140704925
1,40,0.5041086606379395
1,41,7.2396303513064595
1,42,3.3314038867351883
1,43,3.0454577909754335
1,44,4.3013775594631625
1,45,2.6256627265911447
1,46,0.5467720969954826
1,47,0.5595397306983614
1,48,2.7148450614276953
1,49,1.755064674548521
1,50,0.8201396206959544
1,51,0.4952156236072369
1,52,0.6582717677570145
1,53,1.8768715472410804
1,54,5.088465280528908
1,55,1.2720399911322602
1,56,1.0318456816967227
1,57,0.12761331990304825
1,58,0.054319254793881555
1,59,1.0717839338021804
1,60,1.3823937923771155
1,61,0.06941861753648482
1,62,0.4214246451783765
1,63,0.829654902713628
1,64,1.7202452198630453
1,65,1.0332600727301724
1,66,0.7635245245928672
1,67,0.5119180940773731
1,68,1.2698565617088207
1,69,0.5225591830430858
1,70,0.19595431474272118
1,71,1.0717812773145852
1,72,0.3339520152867408
1,73,0.14083570498860354
1,74,0.49616083132696076
1,75,0.20062564500994995
1,76,0.8533265049391048
1,77,0.798661202074527
1,78,0.10272957813231187
1,79,0.6513075061616291
1,80,0.3808600604897947
1,81,0.07071566276999874
1,82,0.16558957107918104
1,83,0.04665494019491234
1,84,0.10803151187747062
1,85,0.11853954691105173
1,86,0.07504163791327301
1,87,0.09703190365598857
1,88,0.15238553522340226
1,89,0.07456297543421897
1,90,0.07613220075245408
1,91,0.42123647416337917
1,92,0.0356054888889048
1,93,0.09266018484186134
1,94,0.009080918957806716
1,95,0.18823210362097598
1,96,0.18212064990666477
1,97,0.035169157235941384
1,98,0.06735150488611907
1,99,0.17659202148934128
1,100,0.2919563819218638
