coefficients,shift,node,intercept,state,iteration,time
"{""volume[1]"":0.0}","[[0.0,1]]",1,0.0,"{""volume[1]"":0.0}",0,0.0
"{""volume[1]"":-0.5}","[[0.0,2]]",1,20.0,"{""volume[1]"":30.0}",1,0.005212068557739258
"{""volume[1]"":-0.24975}","[[0.0,3]]",1,19.98,"{""volume[1]"":70.0}",1,0.005549907684326172
"{""volume[1]"":-0.24950025}","[[0.0,4]]",1,22.4550225,"{""volume[1]"":50.0}",1,0.0057179927825927734
"{""volume[1]"":-1.124625374875}","[[0.0,5]]",1,54.94005998,"{""volume[1]"":10.0}",2,0.006290912628173828
"{""volume[1]"":-0.6863757496250625}","[[0.0,6]]",1,58.01884744376187,"{""volume[1]"":50.0}",2,0.006448030471801758
"{""volume[1]"":-0.34284468693771875}","[[0.0,7]]",1,42.69420177566781,"{""volume[1]"":90.0}",2,0.006587028503417969
"{""volume[1]"":-0.5140956080631093}","[[0.0,8]]",1,60.59493714010607,"{""volume[1]"":70.0}",2,0.006721973419189453
"{""volume[1]"":-0.5135815124550461}","[[0.0,9]]",1,65.67015732751642,"{""volume[1]"":50.0}",2,0.006855964660644531
"{""volume[1]"":-0.5130679309425911}","[[0.0,10]]",1,70.73516647961482,"{""volume[1]"":40.0}",3,0.0074329376220703125
"{""volume[1]"":-1.2562774315058243}","[[0.0,11]]",1,100.53888268301871,"{""volume[1]"":20.0}",3,0.007582902908325195
"{""volume[1]"":-1.6275105770371592}","[[0.0,12]]",1,121.61302648922091,"{""volume[1]"":0.0}",3,0.007729053497314453
"{""volume[1]"":-1.812941533230061}","[[0.0,13]]",1,137.10316746582987,"{""volume[1]"":0.0}",3,0.007870912551879883
"{""volume[1]"":-1.9055642958484156}","[[0.0,14]]",1,149.79913542291158,"{""volume[1]"":0.0}",3,0.008018970489501953
"{""volume[1]"":-1.9518293657762835}","[[0.0,15]]",1,161.09445531420013,"{""volume[1]"":10.0}",3,0.008167028427124023
"{""volume[1]"":-1.2312161997110778}","[[0.0,16]]",1,144.92151050205166,"{""volume[1]"":50.0}",3,0.008311033248901367
"{""volume[1]"":-1.6149924917556833}","[[0.0,17]]",1,174.40520017254727,"{""volume[1]"":0.0}",4,0.008984088897705078
"{""volume[1]"":-1.806688749631964}","[[0.0,18]]",1,190.0301324834158,"{""volume[1]"":13.302266744519144}",4,0.009129047393798828
"{""volume[1]"":-1.804882060882332}","[[0.0,19]]",1,199.84010235093237,"{""volume[1]"":43.302266744519144}",4,0.00924992561340332
"{""volume[1]"":-1.4015385894107248}","[[0.0,20]]",1,182.37559824542473,"{""volume[1]"":73.30226674451914}",4,0.009385108947753906
"{""volume[1]"":-1.2000685254106571}","[[0.0,21]]",1,173.05574639827304,"{""volume[1]"":103.30226674451914}",4,0.009521961212158203
"{""volume[1]"":-1.1988684568852463}","[[0.0,22]]",1,182.88269065187475,"{""volume[1]"":80.0}",4,0.009651899337768555
"{""volume[1]"":-1.5003733836249054}","[[0.0,23]]",1,210.2511489607985,"{""volume[1]"":50.0}",4,0.009778976440429688
"{""volume[1]"":-1.7494365051206402}","[[0.0,24]]",1,227.5578026582185,"{""volume[1]"":20.0}",4,0.009924888610839844
"{""volume[1]"":-1.6232800394284}","[[0.0,25]]",1,232.41778220931255,"{""volume[1]"":50.0}",4,0.010061025619506836
"{""volume[1]"":25.0}","[[0.0,26]]",1,-4500.0,"{""volume[1]"":200.0}",5,0.01079702377319336
"{""volume[1]"":24.5}","[[0.0,27]]",1,-4153.976957031208,"{""volume[1]"":190.0}",5,0.010962963104248047
"{""volume[1]"":11.63891520578582}","[[0.0,28]]",1,-1715.8415422300518,"{""volume[1]"":170.0}",5,0.011121034622192383
"{""volume[1]"":5.214803351075836}","[[0.0,29]]",1,-626.4751396310736,"{""volume[1]"":150.0}",5,0.011270999908447266
"{""volume[1]"":1.7939658941678942}","[[0.0,30]]",1,-115.41091316408745,"{""volume[1]"":120.0}",5,0.011413097381591797
"{""volume[1]"":0.08525758444237741}","[[0.0,31]]",1,105.69150176166178,"{""volume[1]"":90.0}",5,0.01155710220336914
"{""volume[1]"":-0.7682422162655183}","[[0.0,32]]",1,199.06216200291558,"{""volume[1]"":60.0}",5,0.011693954467773438
"{""volume[1]"":-1.194565366719112}","[[0.0,33]]",1,237.17434378435,"{""volume[1]"":30.0}",5,0.011837959289550781
"{""volume[1]"":-1.5966854006761966}","[[0.0,34]]",1,259.0366074202797,"{""volume[1]"":0.0}",5,0.011992931365966797
"{""volume[1]"":-1.79754435763776}","[[0.0,35]]",1,274.8512400837266,"{""volume[1]"":20.0}",5,0.012140989303588867
