approx_value,iteration
0.0,1
9.90025,2
63.06555049884873,3
128.8867386497589,4
221.59536681565663,5
331.9375105647343,6
449.7824554564843,7
574.2116674073663,8
700.436960792643,9
824.7723205861715,10
950.5607295785558,11
1067.0788127562041,12
1179.869618890636,13
1243.5632546501847,14
1344.978774347822,15
1431.5950035488727,16
1515.00791083393,17
1579.5635584202007,18
1652.8594797223495,19
1674.222154508677,20
1762.818390840368,21
1831.876688590963,22
1925.2469969962003,23
2017.8889203197298,24
2092.2873413484426,25
2151.3576202034383,26
2192.7001345369636,27
2228.9470287941945,28
2300.0185973652838,29
2364.159258164738,30
2406.645382798547,31
2486.9285559160394,32
2561.613360725577,33
2632.2229786540265,34
2679.351738112353,35
2722.9843338519486,36
2756.779273035002,37
2798.225122387129,38
2835.30143158561,39
2869.327692937224,40
2899.5121201641405,41
2928.428526432179,42
2959.905756658547,43
2996.262287435628,44
3033.289842044491,45
3072.2918900883506,46
3102.962543477617,47
3127.3731480687275,48
3144.0121794628185,49
3167.770500285165,50
3184.2270353633553,51
3197.9869147879062,52
3211.6074828030314,53
3232.3197161394514,54
3246.439384594867,55
3258.7545015571177,56
3271.3434917062746,57
3288.98506697005,58
3303.8287963540897,59
3318.9605586943176,60
3335.256320614975,61
3352.9140905502727,62
3363.7049377480234,63
3374.79452804883,64
3388.0351570851435,65
3400.375478450428,66
3408.4976146731688,67
3417.943040727482,68
3426.7401983777468,69
3436.410678108142,70
3443.3986176000217,71
3447.7702200738477,72
3453.8963286702538,73
3459.70676870625,74
3463.995284135879,75
3468.437208579833,76
3474.1739968040906,77
3477.570711325682,78
3481.465369299861,79
3484.135989716944,80
3486.157057328408,81
3489.268293813522,82
3492.3565248869863,83
3494.67244707785,84
3496.458959822153,85
3498.1625067375644,86
3499.9451377161913,87
3501.3945672961113,88
3502.8756880902174,89
3503.6140307847495,90
3504.060184079172,91
3504.8734152187017,92
3505.6524722832755,93
3506.1853833973073,94
3506.842815689356,95
3507.4456095494293,96
3508.139044507474,97
3508.4753055158835,98
3508.8088881190397,99
3509.121122822432,100
