coefficients,shift,node,intercept,state,iteration,time
"{""volume[1]"":0.0}","[[0.0,1]]",1,0.0,"{""volume[1]"":0.0}",0,0.0
"{""volume[1]"":-0.5}","[[0.0,2]]",1,20.0,"{""volume[1]"":30.0}",1,4.76822304725647
"{""volume[1]"":-0.2475}","[[0.0,3]]",1,19.8,"{""volume[1]"":70.0}",1,5.3337719440460205
"{""volume[1]"":-0.245025}","[[0.0,4]]",1,22.05225,"{""volume[1]"":50.0}",1,5.33397102355957
"{""volume[1]"":-0.24257474999999998}","[[0.0,5]]",1,24.257475,"{""volume[1]"":70.0}",2,5.46131706237793
"{""volume[1]"":-0.12007450125}","[[0.0,6]]",1,16.810430175,"{""volume[1]"":110.0}",2,5.461545944213867
"{""volume[1]"":-0.17951137936875}","[[0.0,7]]",1,23.94285554925,"{""volume[1]"":90.0}",2,5.46173095703125
"{""volume[1]"":-0.1777162655750625}","[[0.0,8]]",1,25.480589649508126,"{""volume[1]"":70.0}",2,5.4618940353393555
"{""volume[1]"":-0.1759391029193119}","[[0.0,9]]",1,26.985174782206162,"{""volume[1]"":50.0}",2,5.462057113647461
"{""volume[1]"":-0.17417971189011877}","[[0.0,10]]",1,28.457120153285288,"{""volume[1]"":50.0}",3,5.462751150131226
"{""volume[1]"":-0.5862189573856088}","[[0.0,11]]",1,46.448169804040255,"{""volume[1]"":30.0}",3,5.462931156158447
"{""volume[1]"":-1.2901783839058765}","[[0.0,12]]",1,75.18012042788231,"{""volume[1]"":10.0}",3,5.4631171226501465
"{""volume[1]"":-0.7248572574190176}","[[0.0,13]]",1,73.73520394096805,"{""volume[1]"":50.0}",3,5.463300943374634
"{""volume[1]"":-0.9974426424558225}","[[0.0,14]]",1,90.69614771513491,"{""volume[1]"":30.0}",3,5.463487148284912
"{""volume[1]"":-1.4937341080156321}","[[0.0,15]]",1,114.91450407767091,"{""volume[1]"":10.0}",3,5.463679075241089
"{""volume[1]"":-1.0982027258901517}","[[0.0,16]]",1,113.38747012481014,"{""volume[1]"":50.0}",3,5.463868141174316
"{""volume[1]"":-1.543610349315625}","[[0.0,17]]",1,136.70116675075937,"{""volume[1]"":0.0}",4,5.464709997177124
"{""volume[1]"":-1.7640871229112345}","[[0.0,18]]",1,152.41154139591475,"{""volume[1]"":20.0}",4,5.4649131298065186
"{""volume[1]"":-1.416833475156686}","[[0.0,19]]",1,151.4588939985219,"{""volume[1]"":50.0}",4,5.465095043182373
"{""volume[1]"":-1.7013325702025597}","[[0.0,20]]",1,169.37588841416934,"{""volume[1]"":20.0}",4,5.465280055999756
"{""volume[1]"":-1.5434921924528267}","[[0.0,21]]",1,173.03802885571338,"{""volume[1]"":50.0}",4,5.465455055236816
"{""volume[1]"":-1.2640286352641492}","[[0.0,22]]",1,161.3506488077379,"{""volume[1]"":80.0}",4,5.465640068054199
"{""volume[1]"":-1.389722809719903}","[[0.0,23]]",1,179.67242926766025,"{""volume[1]"":50.0}",4,5.465821981430054
"{""volume[1]"":-1.375825581622704}","[[0.0,24]]",1,187.87570497498365,"{""volume[1]"":80.0}",4,5.465996980667114
"{""volume[1]"":-1.362067325806477}","[[0.0,25]]",1,195.99694792523383,"{""volume[1]"":50.0}",4,5.466166973114014
"{""volume[1]"":-1.3484466525484122}","[[0.0,26]]",1,204.03697844598148,"{""volume[1]"":50.0}",5,5.467067003250122
"{""volume[1]"":-1.3349621860229282}","[[0.0,27]]",1,211.99660866152166,"{""volume[1]"":80.0}",5,5.4672510623931885
"{""volume[1]"":-1.3216125641626988}","[[0.0,28]]",1,219.87664257490644,"{""volume[1]"":110.0}",5,5.467430114746094
"{""volume[1]"":-1.154198219260536}","[[0.0,29]]",1,206.64986962346617,"{""volume[1]"":140.0}",5,5.4676220417022705
"{""volume[1]"":-1.1426562370679307}","[[0.0,30]]",1,214.58337092723153,"{""volume[1]"":110.0}",5,5.467802047729492
"{""volume[1]"":-1.1312296746972514}","[[0.0,31]]",1,222.43753721795923,"{""volume[1]"":80.0}",5,5.46797513961792
"{""volume[1]"":-1.119917377950279}","[[0.0,32]]",1,230.2131618457796,"{""volume[1]"":50.0}",5,5.468143939971924
"{""volume[1]"":-1.554359102085388}","[[0.0,33]]",1,251.28025716476017,"{""volume[1]"":20.0}",5,5.468333959579468
"{""volume[1]"":-1.3237668576176551}","[[0.0,34]]",1,254.79070201362356,"{""volume[1]"":50.0}",5,5.4685280323028564
"{""volume[1]"":-1.3105291890414785}","[[0.0,35]]",1,262.2427949934873,"{""volume[1]"":80.0}",5,5.468712091445923
"{""volume[1]"":-1.2974238971510637}","[[0.0,36]]",1,269.6203670435524,"{""volume[1]"":50.0}",5,5.468883991241455
"{""volume[1]"":-1.284449658179553}","[[0.0,37]]",1,276.92416337311687,"{""volume[1]"":110.0}",6,5.469954967498779
"{""volume[1]"":-1.2716051615977575}","[[0.0,38]]",1,284.1549217393857,"{""volume[1]"":80.0}",6,5.47014307975769
"{""volume[1]"":-1.2588891099817798}","[[0.0,39]]",1,291.3133725219918,"{""volume[1]"":110.0}",6,5.470339059829712
"{""volume[1]"":-1.246300218881962}","[[0.0,40]]",1,298.40023879677193,"{""volume[1]"":80.0}",6,5.470519065856934
"{""volume[1]"":-1.2338372166931424}","[[0.0,41]]",1,305.4162364088042,"{""volume[1]"":110.0}",6,5.470708131790161
"{""volume[1]"":-1.221498844526211}","[[0.0,42]]",1,312.36207404471617,"{""volume[1]"":140.0}",6,5.470886945724487
"{""volume[1]"":-1.209283856080949}","[[0.0,43]]",1,319.238453304269,"{""volume[1]"":170.0}",6,5.471069097518921
"{""volume[1]"":-1.1971910175201395}","[[0.0,44]]",1,326.0460687712263,"{""volume[1]"":140.0}",6,5.471240997314453
"{""volume[1]"":-1.185219107344938}","[[0.0,45]]",1,332.78560808351403,"{""volume[1]"":110.0}",6,5.471415042877197
"{""volume[1]"":-1.1733669162714886}","[[0.0,46]]",1,339.4577520026789,"{""volume[1]"":80.0}",6,5.47160005569458
"{""volume[1]"":-1.1616332471087738}","[[0.0,47]]",1,346.06317448265213,"{""volume[1]"":50.0}",6,5.471774101257324
"{""volume[1]"":-1.575008457318843}","[[0.0,48]]",1,365.3522890182603,"{""volume[1]"":20.0}",6,5.471975088119507
"{""volume[1]"":-1.3546376436916703}","[[0.0,49]]",1,368.28927630457116,"{""volume[1]"":50.0}",6,5.4721739292144775
"{""volume[1]"":-1.2455540909462197}","[[0.0,50]]",1,366.4705784289315,"{""volume[1]"":110.0}",7,5.473442077636719
"{""volume[1]"":-1.2330985500367575}","[[0.0,51]]",1,372.8058726446422,"{""volume[1]"":80.0}",7,5.473642110824585
