approx_value,iteration
0.0,1
18.69725196351751,2
48.7489912194405,3
71.64542237006728,4
95.27798811278393,5
103.62166798430546,6
113.59100068066694,7
116.79972655440856,8
120.86148746482101,9
127.69641979501864,10
129.55163236592804,11
130.87551254156122,12
134.86195271430964,13
136.0921364648253,14
137.4916520780839,15
146.84220559088766,16
150.2695096880608,17
150.50682830781395,18
150.98716990214433,19
151.5014934405807,20
153.8570683807725,21
156.93196420163662,22
157.27779954385667,23
158.17571167175834,24
158.69531205610977,25
159.01747061187248,26
159.08982826318476,27
159.11755174192996,28
159.70708117743078,29
159.88756033789866,30
160.00705841688966,31
160.05313450003237,32
160.06135970187896,33
160.85028729170253,34
160.89089507512878,35
160.90593701270274,36
161.02436124107538,37
161.20908698368268,38
161.3476965211118,39
161.4032596848013,40
161.99356821615555,41
162.26629961837372,42
162.49157913218795,43
162.65141673855612,44
162.67530663369126,45
162.74613054551855,46
162.7562342803261,47
163.52211000136361,48
163.87989972520907,49
164.0658324959712,50
164.26716800198162,51
164.35293625490317,52
164.37724815304915,53
164.42968525269717,54
164.6936938833902,55
164.8315231824427,56
164.87736668684337,57
164.89694501434911,58
164.928220939894,59
164.94010868244962,60
164.9413771066428,61
164.98766229533123,62
165.00212148794873,63
165.05680016142654,64
165.1711737544028,65
165.29196128397268,66
165.33390659357002,67
165.48065995303236,68
165.5130171414529,69
165.5231007085424,70
165.5351995478905,71
165.5425502227567,72
165.5492814590438,73
165.56443675651803,74
165.5828366761944,75
165.6049513607041,76
165.61913650108085,77
165.6290549332083,78
165.64704382584316,79
165.6575671711268,80
165.67775368964413,81
165.69464501852747,82
165.713494675418,83
165.72793785299115,84
165.74207339599874,85
165.75002411446079,86
165.7601716964049,87
165.7648900459938,88
165.77334559968625,89
165.78144363302314,90
165.78452648550916,91
165.79054996635335,92
165.7948727980228,93
165.79724690656516,94
165.7989076832159,95
165.80157911927424,96
165.80309191909757,97
165.8044603326124,98
165.80548514639182,99
165.80674339263882,100
