approx_value,iteration
9.801000000000002,1
38.53131622544795,2
78.95830021034942,3
141.2377297107874,4
184.17541480394772,5
274.0256653703442,6
361.6334636132019,7
455.5629633864004,8
495.0707323875427,9
522.5915448934443,10
605.5822356906185,11
662.3577532803062,12
718.3566860563558,13
785.2764746894507,14
815.7398424218561,15
880.0778731152022,16
929.7654155510845,17
987.072118824677,18
1023.5742308442401,19
1067.2984268196833,20
1123.1557203626458,21
1172.312536916878,22
1208.9097250313591,23
1244.1840954567217,24
1287.4064554841075,25
1319.815294550972,26
1339.2035144693923,27
1361.3199462112439,28
1401.8748441072116,29
1431.1660788484728,30
1456.2767271012517,31
1479.54375544405,32
1495.0285074267108,33
1511.725455424981,34
1530.8819051514433,35
1543.8387794775504,36
1554.9845528444134,37
1569.2303015097737,38
1580.8719135805497,39
1590.2302160299976,40
1598.579406847787,41
1605.9981540757997,42
1610.8963206619278,43
1614.570718536167,44
1617.272565600694,45
1627.5156241744344,46
1638.0539057101337,47
1649.9154751177794,48
1660.690403953718,49
1668.6125291421545,50
1675.1176340502823,51
1682.3597662451177,52
1688.9039687281156,53
1693.1958677650887,54
1699.9288145598005,55
1706.1019658344294,56
1708.5376972974777,57
1709.5633967436665,58
1710.215319623776,59
1712.1995585259247,60
1714.368167231248,61
1716.868542477515,62
1718.8479692063443,63
1719.958079754349,64
1721.0035473936096,65
1722.181126914469,66
1723.3731513849825,67
1724.5335858925873,68
1725.656354400544,69
1726.8801552423647,70
1728.1743617980815,71
1728.948760390696,72
1730.0194972060654,73
1730.877024478118,74
1731.776439977928,75
1732.3530553967762,76
1732.7122108445308,77
1733.214034153805,78
1733.5377207674553,79
1733.7661190614037,80
1734.0433535784578,81
1734.2460393093347,82
1734.386180865538,83
1734.5069942712266,84
1734.731306614591,85
1734.8639353696137,86
1734.9961839433745,87
1735.0960579650914,88
1735.2193446655929,89
1735.2588550900355,90
1735.3522881218898,91
1735.427668732301,92
1735.4716269125593,93
1735.5043022997547,94
1735.53530043422,95
1735.5733786404244,96
1735.5914664943612,97
1735.6381744106566,98
1735.6925442420622,99
1735.7199928060013,100
