coefficients,shift,node,intercept,state,iteration,time
"{""volume[1]"":0.0}","[[0.0,1]]",1,0.0,"{""volume[1]"":0.0}",0,0.0
"{""volume[1]"":-0.5}","[[0.0,2]]",1,20.0,"{""volume[1]"":30.0}",1,0.0011110305786132812
"{""volume[1]"":-0.2475}","[[0.0,3]]",1,19.8,"{""volume[1]"":70.0}",1,0.0014801025390625
"{""volume[1]"":-0.245025}","[[0.0,4]]",1,22.05225,"{""volume[1]"":50.0}",1,0.0018351078033447266
"{""volume[1]"":-1.121287375}","[[0.0,5]]",1,54.40598,"{""volume[1]"":10.0}",2,0.003020048141479492
"{""volume[1]"":-0.6763246256250001}","[[0.0,6]]",1,57.072193868750006,"{""volume[1]"":50.0}",2,0.003397226333618164
"{""volume[1]"":-0.334780689684375}","[[0.0,7]]",1,41.64196355240625,"{""volume[1]"":90.0}",2,0.003760099411010742
"{""volume[1]"":-0.5004971310781406}","[[0.0,8]]",1,58.94040668297204,"{""volume[1]"":70.0}",2,0.004140138626098633
"{""volume[1]"":-0.4954921597673592}","[[0.0,9]]",1,63.30592421381591,"{""volume[1]"":50.0}",2,0.004476070404052734
"{""volume[1]"":-0.49053723816968564}","[[0.0,10]]",1,67.57823735337462,"{""volume[1]"":40.0}",3,0.005861043930053711
"{""volume[1]"":-1.2428159328939943}","[[0.0,11]]",1,97.04613632196097,"{""volume[1]"":20.0}",3,0.006228208541870117
"{""volume[1]"":-1.615193886782527}","[[0.0,12]]",1,117.61985835526555,"{""volume[1]"":0.0}",3,0.006594181060791016
"{""volume[1]"":-1.799520973957351}","[[0.0,13]]",1,132.45803055299234,"{""volume[1]"":0.0}",3,0.0069620609283447266
"{""volume[1]"":-1.8907628821088887}","[[0.0,14]]",1,144.41056378419574,"{""volume[1]"":0.0}",3,0.007325172424316406
"{""volume[1]"":-1.9359276266438998}","[[0.0,15]]",1,154.88862934703678,"{""volume[1]"":10.0}",3,0.007687091827392578
"{""volume[1]"":-1.2011001080827248}","[[0.0,16]]",1,139.01330561448566,"{""volume[1]"":50.0}",3,0.00805521011352539
"{""volume[1]"":-1.5945445535009488}","[[0.0,17]]",1,167.64512120092513,"{""volume[1]"":0.0}",4,0.009814023971557617
"{""volume[1]"":-1.7892995539829697}","[[0.0,18]]",1,182.2896833694268,"{""volume[1]"":10.533072140194264}",4,0.01018214225769043
"{""volume[1]"":-1.77140655844314}","[[0.0,19]]",1,190.46678653573252,"{""volume[1]"":40.533072140194264}",4,0.010523080825805664
"{""volume[1]"":-1.3768462464293543}","[[0.0,20]]",1,174.8931785896653,"{""volume[1]"":70.53307214019426}",4,0.01089620590209961
"{""volume[1]"":-1.1815388919825303}","[[0.0,21]]",1,166.60955209884338,"{""volume[1]"":100.53307214019426}",4,0.011262178421020508
"{""volume[1]"":-1.169723503062705}","[[0.0,22]]",1,174.94345657785493,"{""volume[1]"":80.0}",4,0.011610031127929688
"{""volume[1]"":-1.4558593804453932}","[[0.0,23]]",1,199.81306371362527,"{""volume[1]"":50.0}",4,0.011995077133178711
"{""volume[1]"":-1.7206503933204695}","[[0.0,24]]",1,216.19542127687492,"{""volume[1]"":20.0}",4,0.012365102767944336
"{""volume[1]"":-1.5723723380141021}","[[0.0,25]]",1,219.85634661149248,"{""volume[1]"":50.0}",4,0.012725114822387695
"{""volume[1]"":25.0}","[[0.0,26]]",1,-4500.0,"{""volume[1]"":200.0}",5,0.014690160751342773
"{""volume[1]"":25.0}","[[0.0,27]]",1,-4252.5,"{""volume[1]"":189.5596661260527}",5,0.015101194381713867
"{""volume[1]"":11.795986865983961}","[[0.0,28]]",1,-1748.5200949734808,"{""volume[1]"":169.5596661260527}",5,0.015499114990234375
"{""volume[1]"":5.260000364646022}","[[0.0,29]]",1,-639.7697720121124,"{""volume[1]"":149.5596661260527}",5,0.015893220901489258
"{""volume[1]"":1.8253758731828003}","[[0.0,30]]",1,-127.43341274380185,"{""volume[1]"":120.0}",5,0.01627206802368164
"{""volume[1]"":0.12523674990850553}","[[0.0,31]]",1,92.170302628526,"{""volume[1]"":90.0}",5,0.01665520668029785
"{""volume[1]"":-0.7163321161122703}","[[0.0,32]]",1,184.0427644174128,"{""volume[1]"":60.0}",5,0.017043113708496094
"{""volume[1]"":-1.1329087047925543}","[[0.0,33]]",1,221.18810122930606,"{""volume[1]"":30.0}",5,0.017423152923583984
"{""volume[1]"":-1.5607898088723144}","[[0.0,34]]",1,242.15252595084357,"{""volume[1]"":0.0}",5,0.017824172973632812
"{""volume[1]"":-1.5607898088723144}","[[0.0,35]]",1,252.52991618800462,"{""volume[1]"":20.0}",5,0.018215179443359375
"{""volume[1]"":-1.3333807642641102}","[[0.0,36]]",1,250.84445301715323,"{""volume[1]"":50.0}",5,0.01858210563659668
