approx_value,iteration
0.0,1
0.0,2
17.872426518306796,3
43.857945864465975,4
76.3781812563726,5
110.2402997259721,6
121.47837750547765,7
123.94436416450927,8
124.20363270307523,9
130.44839848401602,10
135.4368280677131,11
137.79813547931985,12
139.0809699184879,13
139.88884151800687,14
140.37074677380483,15
140.63721573144636,16
140.7173463968462,17
140.81661320940015,18
142.3119407162789,19
143.66624895886923,20
144.21938663428864,21
144.68259024248783,22
144.74960771360043,23
145.07950774111953,24
145.13783799897425,25
146.24729432950093,26
147.3944660213695,27
149.99460763674642,28
150.81623185998484,29
150.93235111743016,30
151.37876757894003,31
151.44413201634458,32
151.49685407299495,33
152.40925974163315,34
153.06684098361683,35
153.2682398930241,36
153.460944368917,37
153.48312167869798,38
153.51578900006393,39
153.53221532941015,40
153.5857899391091,41
153.72581815101,42
153.8664225923969,43
153.8808127675153,44
154.29478194303175,45
154.39216994877046,46
154.64681884359103,47
154.99541232704627,48
155.1596774821937,49
155.30932036744093,50
155.56444302246004,51
155.67768636380373,52
155.7473848288671,53
155.77707907127905,54
155.83638652756665,55
155.84298433672978,56
155.8754188999867,57
155.885815924359,58
155.90452458911776,59
155.91005038633227,60
155.91869530447465,61
155.9329064021207,62
155.9367404380349,63
155.94009553965125,64
155.9433204962921,65
155.94525758321203,66
155.9484025630902,67
155.9522958870126,68
155.95269282054323,69
155.95319805954725,70
155.95351498820173,71
155.95369135334022,72
155.95435231727984,73
155.95616969171374,74
155.95842745617088,75
155.95987161542956,76
155.96065846768278,77
155.96127494277852,78
155.9618189578372,79
155.9621829536522,80
155.96229717806554,81
155.96258055859153,82
155.96378394546883,83
155.96487342451394,84
155.9672832082049,85
155.969277314015,86
155.97140554302942,87
155.97266701089436,88
155.97373701098525,89
155.97432678350137,90
155.97568184814088,91
155.97710370251306,92
155.97871377708287,93
155.97986330227445,94
155.98037555743184,95
155.98056083955709,96
155.98093405211068,97
155.98182138887194,98
155.98227758607555,99
155.9827708955363,100
