approx_value,iteration
0.0,1
14.970015000000004,2
40.43533014707306,3
58.82061655294668,4
79.67449482749443,5
103.53367953595642,6
117.02526497929668,7
122.58909092819272,8
126.19162333334572,9
132.7373933393943,10
133.1759243533593,11
133.91603232139386,12
139.41834834232446,13
140.69463410624627,14
143.2248194289756,15
144.58886870847257,16
144.9049003188953,17
147.87805867390136,18
147.94074985791104,19
148.14841067063873,20
148.58550827077136,21
148.62521703322608,22
148.62901129182052,23
148.82790540990882,24
148.83750945377886,25
148.99686502728508,26
149.20633370352004,27
149.95319387016394,28
150.14009849877792,29
150.52335738183717,30
150.63537438677605,31
151.84535148167657,32
151.89204973255326,33
154.87746907929665,34
155.36993227612476,35
155.4806580194995,36
155.92268450637718,37
156.03061863955978,38
156.15782678436221,39
157.37846219370596,40
157.94374543758855,41
158.47513111036068,42
158.64950457899482,43
158.88251038268183,44
158.88698297673062,45
158.95268162747087,46
159.43026248369887,47
159.7960361983046,48
160.0907010071768,49
160.2245793865403,50
160.3790099803797,51
160.7722114628137,52
161.04038524249665,53
161.18427017262223,54
161.21922865609383,55
161.25573064995854,56
161.31270990501457,57
161.35140167068676,58
161.3712506425549,59
161.39602032745708,60
161.56208552262723,61
161.62882859715165,62
161.65624713859089,63
161.66422180645154,64
161.67125816095287,65
161.6814625509008,66
161.73491312528745,67
161.78110937399487,68
161.8151825225342,69
161.8657109371706,70
161.9020018244471,71
161.9438641530204,72
161.98995713246762,73
162.02941792997717,74
162.05635990643074,75
162.07040679767675,76
162.08345822451366,77
162.0927382868134,78
162.1010524835811,79
162.10788228147393,80
162.1254088083438,81
162.13496214608944,82
162.14656745581198,83
162.15603376485632,84
162.16187321164242,85
162.16896074773936,86
162.17737051490784,87
162.18584174625505,88
162.19223842508723,89
162.19869426954872,90
162.20841169978019,91
162.21376078757072,92
162.22138081160193,93
162.22688877016247,94
162.23516699399383,95
162.24188408413582,96
162.2485669405791,97
162.25054074976248,98
162.25267007125447,99
162.26073078377783,100
