node,iteration,delta
1,1,19.9
1,2,18.042185192347038
1,3,10.067594112718524
1,4,9.406554001988013
1,5,9.047875344937353
1,6,13.418353591309994
1,7,6.516225411326616
1,8,7.6455737657021245
1,9,7.154684604325894
1,10,11.114542921604084
1,11,6.584045450548956
1,12,5.838007236395356
1,13,10.192709562213622
1,14,5.2843664570204965
1,15,7.643777347848527
1,16,3.947369381126009
1,17,5.599409202292009
1,18,4.852925766345379
1,19,2.5143442623420924
1,20,4.033567709260296
1,21,5.5473752669652185
1,22,3.6288348900638994
1,23,5.948036058755861
1,24,5.879261701646101
1,25,1.2697975011835752
1,26,10.360541080945723
1,27,1.9222530180622925
1,28,8.16023512129459
1,29,1.159178772724772
1,30,10.677709428638082
1,31,11.061118650709432
1,32,3.459251237346507
1,33,5.732358536075935
1,34,4.534882126376942
1,35,1.850251034221401
1,36,4.410741155836604
1,37,0.5292238237666425
1,38,1.4894823995382467
1,39,2.853545775832572
1,40,8.839290239612183
1,41,1.3339044456192823
1,42,2.513789984740015
1,43,1.0349012621854854
1,44,1.6716683020849814
1,45,2.654805842942551
1,46,2.308234244772848
1,47,0.5026931049533232
1,48,0.7124134935406801
1,49,0.9511352571034877
1,50,1.616636830950938
1,51,2.5443721822430234
1,52,1.9615775266847777
1,53,0.6548069783329993
1,54,0.7202331876851531
1,55,0.9447242790552082
1,56,2.0440443769944068
1,57,0.8581252360786493
1,58,3.9892895179614243
1,59,0.5708430655658958
1,60,1.2988038755320304
1,61,0.21855181625505793
1,62,0.907218497134636
1,63,0.17040206088177
1,64,1.291398352831493
1,65,0.09307989656781501
1,66,0.7881793634587666
1,67,0.7228070276150902
1,68,0.7408785572679335
1,69,0.7387087795204934
1,70,0.7268626221612067
1,71,0.3141016544186641
1,72,0.543728246516821
1,73,0.2621446935381755
1,74,0.8158788426426327
1,75,0.9899536237403481
1,76,0.1627617275735247
1,77,0.37425774557323166
1,78,0.7182848096945236
1,79,0.5110509601463491
1,80,0.45881671203324004
1,81,0.16685145246265165
1,82,0.2781004417033728
1,83,0.24146182353251788
1,84,0.182755546133194
1,85,0.1491393499509286
1,86,0.0695319226238098
1,87,0.08941143745141744
1,88,0.15837817507463114
1,89,0.09068762443348533
1,90,0.07275348792518344
1,91,0.010566356078015815
1,92,0.20414260504094273
1,93,0.005263643697617226
1,94,0.3133190535668291
1,95,0.14842655906659274
1,96,0.06220469820027574
1,97,0.013715532690184773
1,98,0.20337890771543243
1,99,0.16047333718233858
1,100,0.19952769836800144
