coefficients,shift,node,intercept,state,iteration,time
"{""volume[1]"":0.0}","[[0.0,1]]",1,0.0,"{""volume[1]"":0.0}",0,0.0
"{""volume[1]"":0.0}","[[0.0,2]]",1,0.0,"{""volume[1]"":90.0}",1,0.0008881092071533203
"{""volume[1]"":0.0}","[[0.0,3]]",1,0.0,"{""volume[1]"":70.0}",1,0.0011410713195800781
"{""volume[1]"":0.0}","[[0.0,4]]",1,0.0,"{""volume[1]"":50.0}",1,0.001363992691040039
"{""volume[1]"":0.0}","[[0.0,5]]",1,0.0,"{""volume[1]"":70.0}",2,0.0019860267639160156
"{""volume[1]"":0.0}","[[0.0,6]]",1,0.0,"{""volume[1]"":50.0}",2,0.0021839141845703125
"{""volume[1]"":-0.5}","[[5.0,7],[0.0,8]]",1,20.0,"{""volume[1]"":30.0}",2,0.0025720596313476562
"{""volume[1]"":-1.24975}","[[0.0,8]]",1,44.989999999999995,"{""volume[1]"":10.0}",2,0.002994060516357422
"{""volume[1]"":-0.624250125}","[[14.987502499999998,9],[2.3774681768086983,10],[0.0,12]]",1,46.200008749999995,"{""volume[1]"":50.0}",2,0.0034499168395996094
"{""volume[1]"":-1.5}","[[2.3774681768086983,10],[0.0,12]]",1,67.20823036335463,"{""volume[1]"":0.0}",3,0.004594087600708008
"{""volume[1]"":-1.5}","[[18.955951442174452,11],[0.0,12]]",1,83.78671362872038,"{""volume[1]"":0.0}",3,0.005048990249633789
"{""volume[1]"":-1.5}","[[0.0,12]]",1,83.78671362872038,"{""volume[1]"":0.0}",3,0.005506992340087891
"{""volume[1]"":-1.5}","[[14.218539831355308,13],[14.2185398313553,15],[1.839758197051494,18],[0.9700677604654608,29],[0.0,31]]",1,98.00525346007566,"{""volume[1]"":22.026373306629356}",3,0.005959033966064453
"{""volume[1]"":-1.74925}","[[17.438713286371282,14],[14.2185398313553,15],[1.839758197051494,18],[0.9700677604654608,29],[0.0,31]]",1,101.22542691509165,"{""volume[1]"":0.0}",3,0.0064051151275634766
"{""volume[1]"":-1.5}","[[14.2185398313553,15],[1.839758197051494,18],[0.9700677604654608,29],[0.0,31]]",1,98.00525346007566,"{""volume[1]"":20.0}",3,0.0068700313568115234
"{""volume[1]"":-1.0610629374375}","[[15.194025250741635,16],[1.839758197051494,18],[0.9700677604654608,29],[0.0,31]]",1,86.16960907942082,"{""volume[1]"":50.0}",3,0.007352113723754883
"{""volume[1]"":-0.74925}","[[16.03908989656084,17],[1.839758197051494,18],[0.9700677604654608,29],[0.0,31]]",1,69.32896345754581,"{""volume[1]"":56.7189752068551}",4,0.00869607925415039
"{""volume[1]"":-1.373750375}","[[1.839758197051494,18],[0.9700677604654608,29],[0.0,31]]",1,98.42313305468461,"{""volume[1]"":30.0}",4,0.009171009063720703
"{""volume[1]"":-1.0604386873125}","[[13.894369139135343,19],[13.894369139135335,20],[11.836237030991374,21],[7.513331777616919,22],[2.5487621155886395,23],[0.9700677604654608,29],[0.0,31]]",1,100.05489563837966,"{""volume[1]"":60.0}",4,0.009655952453613281
"{""volume[1]"":-1.0604386873125}","[[13.894369139135335,20],[11.836237030991374,21],[7.513331777616919,22],[2.5487621155886395,23],[0.9700677604654608,29],[0.0,31]]",1,100.05489563837966,"{""volume[1]"":40.0}",4,0.010129928588867188
"{""volume[1]"":-0.9039394993125938}","[[11.836237030991374,21],[7.513331777616919,22],[2.5487621155886395,23],[0.9700677604654608,29],[0.0,31]]",1,90.15370724336726,"{""volume[1]"":70.0}",4,0.010384082794189453
"{""volume[1]"":-0.37425037499999997}","[[7.513331777616919,22],[2.5487621155886395,23],[0.9700677604654608,29],[0.0,31]]",1,48.68087302761692,"{""volume[1]"":110.0}",4,0.010711908340454102
"{""volume[1]"":-0.5296891243125937}","[[2.5487621155886395,23],[0.9700677604654608,29],[0.0,31]]",1,67.11518487782878,"{""volume[1]"":90.0}",4,0.011172056198120117
"{""volume[1]"":-0.7942688419067343}","[[13.467318248038083,24],[12.356679989365325,25],[6.54250175106178,26],[0.9700677604654608,29],[0.0,31]]",1,96.55432124186808,"{""volume[1]"":70.0}",4,0.011626005172729492
"{""volume[1]"":-0.7942688419067343}","[[12.356679989365325,25],[6.54250175106178,26],[0.9700677604654608,29],[0.0,31]]",1,96.55432124186808,"{""volume[1]"":50.0}",4,0.012033939361572266
"{""volume[1]"":-1.5296891243125939}","[[6.54250175106178,26],[0.9700677604654608,29],[0.0,31]]",1,122.45678148991738,"{""volume[1]"":0.0}",5,0.013432025909423828
"{""volume[1]"":-1.7640797175941407}","[[9.730086769614129,27],[0.9700677604654608,29],[0.0,31]]",1,132.87597393129252,"{""volume[1]"":0.0}",5,0.013895988464355469
"{""volume[1]"":-1.277895105470687}","[[15.828625830438519,28],[0.9700677604654608,29],[0.0,31]]",1,129.97226331041603,"{""volume[1]"":30.0}",5,0.014380931854248047
"{""volume[1]"":-1.6383086051826083}","[[0.9700677604654608,29],[0.0,31]]",1,139.37685940302887,"{""volume[1]"":0.0}",5,0.014858007431030273
"{""volume[1]"":-1.6383086051826083}","[[12.634763828069055,30],[0.0,31]]",1,154.42153094718248,"{""volume[1]"":0.0}",5,0.01532292366027832
"{""volume[1]"":-1.6383086051826083}","[[0.0,31]]",1,156.10982869771922,"{""volume[1]"":19.999999999999943}",5,0.015780925750732422
"{""volume[1]"":-1.318335148288713}","[[12.930866108553985,32],[11.491306846642786,33],[0.7082772806474016,37],[0.038296756751478964,49]]",1,153.00372520482696,"{""volume[1]"":49.999999999999936}",5,0.01626896858215332
"{""volume[1]"":-1.4768435548589252}","[[11.491306846642786,33],[0.7082772806474016,37],[0.038296756751478964,49]]",1,162.71888727790005,"{""volume[1]"":30.0}",5,0.016499996185302734
"{""volume[1]"":-1.818335148288713}","[[12.704637080985592,34],[12.210366697967387,36],[0.7082772806474016,37],[0.038296756751478964,49]]",1,171.36536766360865,"{""volume[1]"":0.0}",5,0.016897916793823242
"{""volume[1]"":-1.7376833556520332}","[[14.599645434759225,35],[12.210366697967387,36],[0.7082772806474016,37],[0.038296756751478964,49]]",1,172.65867238511544,"{""volume[1]"":20.0}",5,0.017344951629638672
