coefficients,shift,node,intercept,state,iteration,time
"{""volume[1]"":0.0}","[[0.0,1]]",1,0.0,"{""volume[1]"":0.0}",0,0.0
"{""volume[1]"":-0.5}","[[0.0,2]]",1,20.0,"{""volume[1]"":30.0}",1,0.0009241104125976562
"{""volume[1]"":-0.24875}","[[0.0,3]]",1,19.900000000000002,"{""volume[1]"":70.0}",1,0.0011320114135742188
"{""volume[1]"":-0.24750625}","[[0.0,4]]",1,22.2755625,"{""volume[1]"":50.0}",1,0.0012981891632080078
"{""volume[1]"":-1.123134359375}","[[0.0,5]]",1,54.7014975,"{""volume[1]"":10.0}",2,0.0018360614776611328
"{""volume[1]"":-0.6818937031640626}","[[0.0,6]]",1,57.59618047617188,"{""volume[1]"":50.0}",2,0.002019166946411133
"{""volume[1]"":-0.33924211732412113}","[[0.0,7]]",1,42.223784479860356,"{""volume[1]"":90.0}",2,0.0021941661834716797
"{""volume[1]"":-0.5080150706928714}","[[0.0,8]]",1,59.85465819121588,"{""volume[1]"":70.0}",2,0.0023660659790039062
"{""volume[1]"":-0.5054749953394071}","[[0.0,9]]",1,64.61013485365388,"{""volume[1]"":50.0}",2,0.0025281906127929688
"{""volume[1]"":-0.50294762036271}","[[0.0,10]]",1,69.3165603830127,"{""volume[1]"":40.0}",3,0.003139019012451172
"{""volume[1]"":-1.2502164411304482}","[[0.0,11]]",1,98.96564875848867,"{""volume[1]"":20.0}",3,0.003314971923828125
"{""volume[1]"":-1.621982679462398}","[[0.0,12]]",1,119.81134013082429,"{""volume[1]"":0.0}",3,0.0034880638122558594
"{""volume[1]"":-1.806936383032543}","[[0.0,13]]",1,135.00419193919387,"{""volume[1]"":0.0}",3,0.003648996353149414
"{""volume[1]"":-1.89895085055869}","[[0.0,14]]",1,147.3606454627372,"{""volume[1]"":0.0}",3,0.003812074661254883
"{""volume[1]"":-1.9447280481529483}","[[0.0,15]]",1,158.28200079083507,"{""volume[1]"":10.0}",3,0.0039730072021484375
"{""volume[1]"":-1.21771864508654}","[[0.0,16]]",1,142.25102148006306,"{""volume[1]"":50.0}",3,0.004147052764892578
"{""volume[1]"":-1.6058150259305537}","[[0.0,17]]",1,171.3407278018552,"{""volume[1]"":0.0}",4,0.004914999008178711
"{""volume[1]"":-1.7988929754004506}","[[0.0,18]]",1,186.51723490083242,"{""volume[1]"":12.038916763911132}",4,0.00510406494140625
"{""volume[1]"":-1.7898985105234484}","[[0.0,19]]",1,195.58464872632828,"{""volume[1]"":42.03891676391113}",4,0.005256175994873047
"{""volume[1]"":-1.3904745089854156}","[[0.0,20]]",1,178.99023057394328,"{""volume[1]"":72.03891676391113}",4,0.005424022674560547
"{""volume[1]"":-1.1917610682202442}","[[0.0,21]]",1,170.1517700711014,"{""volume[1]"":102.03891676391113}",4,0.0055980682373046875
"{""volume[1]"":-1.185802262879143}","[[0.0,22]]",1,179.30101122074586,"{""volume[1]"":80.0}",4,0.005759000778198242
"{""volume[1]"":-1.480411134767789}","[[0.0,23]]",1,205.52175231976065,"{""volume[1]"":50.0}",4,0.005915164947509766
"{""volume[1]"":-1.7365045395469751}","[[0.0,24]]",1,222.3990073717526,"{""volume[1]"":20.0}",4,0.006091117858886719
"{""volume[1]"":-1.6004155479715951}","[[0.0,25]]",1,226.7127720128572,"{""volume[1]"":50.0}",4,0.006251096725463867
"{""volume[1]"":25.0}","[[0.0,26]]",1,-4500.0,"{""volume[1]"":200.0}",5,0.007088184356689453
"{""volume[1]"":24.5}","[[0.0,27]]",1,-4155.646749427092,"{""volume[1]"":190.0}",5,0.007270097732543945
"{""volume[1]"":11.598813374217627}","[[0.0,28]]",1,-1711.758905984186,"{""volume[1]"":170.0}",5,0.007456064224243164
"{""volume[1]"":5.180473027890896}","[[0.0,29]]",1,-624.2915107978749,"{""volume[1]"":150.0}",5,0.0076291561126708984
"{""volume[1]"":1.7810785962598523}","[[0.0,30]]",1,-117.3635138645559,"{""volume[1]"":120.0}",5,0.00779414176940918
"{""volume[1]"":0.08987986652340796}","[[0.0,31]]",1,101.00919001504148,"{""volume[1]"":90.0}",5,0.007975101470947266
"{""volume[1]"":-0.7514915015204732}","[[0.0,32]]",1,192.82218283426354,"{""volume[1]"":60.0}",5,0.008157014846801758
"{""volume[1]"":-1.1700737571223039}","[[0.0,33]]",1,230.1275016497899,"{""volume[1]"":30.0}",5,0.008323192596435547
"{""volume[1]"":-1.5821116941683462}","[[0.0,34]]",1,251.51351331649056,"{""volume[1]"":0.0}",5,0.00849008560180664
"{""volume[1]"":-1.7871005678487522}","[[0.0,35]]",1,266.64292871444553,"{""volume[1]"":20.0}",5,0.008668184280395508
"{""volume[1]"":-1.4711942266731004}","[[0.0,36]]",1,266.35241425629937,"{""volume[1]"":50.0}",5,0.008835077285766602
"{""volume[1]"":-1.463838255539735}","[[0.0,37]]",1,275.02065218501787,"{""volume[1]"":42.16750451576}",6,0.01032710075378418
