approx_value,iteration
17.123629641075002,1
42.0464816321715,2
54.49504143183714,3
82.80383100515898,4
91.54541674751293,5
108.69138158636888,6
112.65374017604157,7
117.75837928818306,8
122.97930849691237,9
126.21060501212975,10
131.4588926534493,11
137.44928819760372,12
138.60999972589926,13
139.21751617697876,14
147.8559476238415,15
151.2897179443866,16
151.511396402866,17
152.26287240442932,18
152.5575079107627,19
156.2957370739434,20
156.82539548211844,21
158.78980950575965,22
160.39441874255064,23
160.53118625457085,24
161.01165226939196,25
162.03899404272642,26
162.2546458426863,27
162.4705546374489,28
162.54666953481717,29
162.80472252452378,30
163.42946272385274,31
163.77925046815398,32
164.33726306385472,33
164.57173143341527,34
164.71890831744906,35
165.52450350421256,36
165.97268823872153,37
166.5253756756295,38
166.83107957116835,39
166.87930862370607,40
166.9307121925586,41
166.9841656167236,42
166.99683263003124,43
167.00316842267907,44
167.00977859387444,45
167.196113195491,46
167.2579724266154,47
167.42698995207058,48
167.48014208844046,49
167.53075523067287,50
167.58148891834628,51
167.69173956378495,52
167.77178925669153,53
167.80170342596676,54
167.87666688941746,55
167.9233257240311,56
167.99153764977694,57
168.04749616876063,58
168.08837302156942,59
168.0943998569669,60
168.11261162673173,61
168.1310842750326,62
168.1549256105298,63
168.17339294770272,64
168.17943504204936,65
168.19046464112418,66
168.20318801232565,67
168.21355545682223,68
168.2270866651625,69
168.2351622629431,70
168.24419377387818,71
168.25644136956515,72
168.26899915880296,73
168.27896979168213,74
168.28891592954741,75
168.2934730441655,76
168.29776377754214,77
168.3003546920849,78
168.3012135441511,79
168.30246901810494,80
168.30366854217442,81
168.30524161645712,82
168.30638340115092,83
168.30809232689944,84
168.3097481970015,85
168.31106895661998,86
168.3121823243303,87
168.31416295064605,88
168.3160306366928,89
168.3166076931745,90
168.31781325057878,91
168.31812049550106,92
168.31930335679448,93
168.3212661004088,94
168.323011799674,95
168.32472555469008,96
168.32642185378833,97
168.32794259295187,98
168.32980763892184,99
168.3317095314766,100
