approx_value,iteration
0.0,1
25.54134745375688,2
63.914675740372694,3
121.13584749662628,4
215.67952264426134,5
341.4132757730616,6
423.53350155615044,7
578.1907295151211,8
755.0180745764027,9
882.1724073526487,10
930.2919655455593,11
1087.8486705712207,12
1305.3421832319104,13
1540.4777072716192,14
1681.023528025326,15
1930.695910337891,16
2012.913143700593,17
2266.6724799314316,18
2360.2203683083135,19
2601.599001564052,20
2771.062619428377,21
2966.453214657806,22
3270.0829115066867,23
3554.4151485279026,24
3688.7729517665794,25
3802.1766082384283,26
4109.757325391082,27
4318.3193445260695,28
4440.5884724000325,29
4748.3251882670575,30
4987.184053460291,31
5286.413491746433,32
5420.956465939686,33
5691.186875011768,34
5849.314331879149,35
6128.544859370775,36
6296.01360712653,37
6555.510573182873,38
6737.301754092718,39
6910.079862066146,40
7149.187555990824,41
7330.753694186349,42
7517.111603272638,43
7702.157222216183,44
7852.18118276725,45
8055.682145502045,46
8228.197734060112,47
8407.79955503235,48
8578.78652953656,49
8764.06470465424,50
8921.464481193021,51
9034.423419780074,52
9175.742974187648,53
9343.408569436866,54
9474.758389261679,55
9599.466936077859,56
9719.827985015505,57
9950.737673899675,58
10084.241065853348,59
10153.713151392281,60
10345.674713631623,61
10523.630554999694,62
10697.487921580043,63
10869.53816664415,64
10995.107880718175,65
11110.372649258552,66
11288.765079064862,67
11426.232194163085,68
11552.302119429603,69
11673.893395274503,70
11816.09207862414,71
11914.612191739043,72
12038.713090957644,73
12154.774727646902,74
12310.336326078504,75
12445.829391445299,76
12538.310912962403,77
12674.31725218074,78
12802.1568729463,79
12933.642894984492,80
13043.129938265942,81
13161.317642651658,82
13234.154905055939,83
13344.539079465267,84
13417.74044537475,85
13551.720433840073,86
13688.132395280147,87
13817.401529754372,88
13933.363307058436,89
14054.074670261973,90
14165.420441312843,91
14284.398647210362,92
14360.576410078094,93
14480.773779657356,94
14561.925540974651,95
14646.75321358156,96
14753.372686297982,97
14816.996518070944,98
14875.71735680259,99
14943.27311645944,100
