approx_value,iteration
17.325499999999998,1
55.94986979923195,2
110.50504779001919,3
173.75675672765877,4
260.232816975482,5
343.15093849229265,6
388.3447812066833,7
422.782342682273,8
511.2863909446875,9
590.9984867362384,10
659.1442805793018,11
727.010164694541,12
781.9609946558251,13
832.165438617817,14
883.2199110066092,15
931.107263861911,16
956.6700876751129,17
1002.3689965130918,18
1038.6394323842726,19
1072.205230349146,20
1114.3362890497033,21
1133.3364478786343,22
1194.4815813080218,23
1236.2024903921679,24
1273.614217760717,25
1305.507269902228,26
1342.4812125199103,27
1366.3443250827172,28
1384.1554880972735,29
1409.8526014894264,30
1436.1881915715242,31
1452.4529061502108,32
1479.2859000322019,33
1491.835859905451,34
1515.7787256720394,35
1529.2642007893355,36
1543.2466676683282,37
1551.3832375278923,38
1560.1355032558715,39
1573.8516800261293,40
1584.844773382995,41
1591.5535522033585,42
1596.9588122403893,43
1606.1718759083274,44
1618.6547730090497,45
1627.039484342797,46
1633.6068785927846,47
1638.988300949451,48
1643.2005116106363,49
1648.6999048737666,50
1655.3808161949073,51
1663.3725878411763,52
1672.5030026620236,53
1678.8617441132933,54
1685.4998930473876,55
1690.2383060340126,56
1692.0710794513088,57
1697.1576341342147,58
1701.2427749028884,59
1704.5625289166062,60
1706.1908584448297,61
1708.4312863719815,62
1709.876900110312,63
1711.2284812561472,64
1712.2262336701933,65
1713.1036402455316,66
1713.7155964528806,67
1716.7866165412888,68
1717.900753690379,69
1720.357823443671,70
1722.9548734549498,71
1724.9634490352068,72
1726.7480357116167,73
1727.6589315664423,74
1728.4901710102865,75
1729.1338025376954,76
1729.71585670562,77
1730.1317402543018,78
1730.4796183417443,79
1731.0017861862018,80
1731.6677042217802,81
1732.100542392814,82
1732.4308224895344,83
1732.6360072378095,84
1732.7842420992492,85
1733.0116932224894,86
1733.2539007435412,87
1733.4468454839139,88
1733.620436987657,89
1733.7018978721642,90
1733.8869891665588,91
1734.193473819023,92
1734.342908428613,93
1734.4777005956798,94
1734.5257145947185,95
1734.6027940081267,96
1734.6714302864625,97
1734.750818893888,98
1734.8433796822749,99
1734.9701264396917,100
