approx_value,iteration
9.980009999999998,1
19.253448903527925,2
61.498900181863064,3
136.18796046193913,4
230.1328197526137,5
352.8663209456919,6
496.56475340161444,7
647.9155919405332,8
823.5106884197296,9
1013.2700077276867,10
1072.6120078004146,11
1122.4706431117602,12
1325.8077293277843,13
1519.7978198459778,14
1764.4645229903044,15
1947.912989488205,16
2176.1689605983156,17
2262.988472171616,18
2430.1868724216565,19
2626.8247755509037,20
2874.877030928455,21
3048.9014513157617,22
3126.2909815787825,23
3396.9701491945048,24
3639.9227046315773,25
3742.2941538792575,26
4037.447843431607,27
4348.3718610956585,28
4484.749212725952,29
4697.035217440634,30
4928.37488876841,31
5194.412744043236,32
5430.1221280058135,33
5676.231578855875,34
5958.4963710729,35
6122.252401260514,36
6303.079422259187,37
6533.509354415615,38
6787.74315306618,39
6989.395508473465,40
7175.993723126379,41
7333.367715096052,42
7518.128057986847,43
7714.779578041087,44
7910.1726246953385,45
8056.7635289548525,46
8258.219947367474,47
8435.48969691622,48
8601.797317114164,49
8759.75549051298,50
8920.817509018532,51
9104.086882118707,52
9293.81134335215,53
9462.525037637935,54
9569.162002397323,55
9770.868787060159,56
9899.170378949048,57
10030.82743818958,58
10181.124349770816,59
10370.06874296095,60
10518.6551983459,61
10633.034002714285,62
10793.757305861784,63
10945.666210570056,64
11118.819565008485,65
11252.65820143437,66
11423.8127086465,67
11560.811201116045,68
11666.73043359871,69
11847.871672497346,70
11977.169671545096,71
12112.050605421726,72
12262.966209954153,73
12402.723450776524,74
12518.980063304638,75
12656.095913368881,76
12767.007062044377,77
12869.978422342541,78
12946.59420845913,79
13096.201251821585,80
13208.957695693376,81
13313.358472615688,82
13447.839155052636,83
13554.066290431281,84
13625.008981519137,85
13684.396543806426,86
13769.576303407315,87
13847.299313617626,88
13912.074445064329,89
13967.379610913009,90
14016.96885011948,91
14090.104162466097,92
14179.011897758835,93
14253.53124835142,94
14331.823778211476,95
14413.99608296157,96
14503.256621445009,97
14588.15986333939,98
14667.220270658,99
14743.105367185985,100
