node,iteration,delta
1,1,2.4975
1,2,1.8531973913318431
1,3,19.753531234582056
1,4,9.926688918182379
1,5,9.834043273646188
1,6,12.287811254417988
1,7,9.56981478177238
1,8,9.345956009863244
1,9,9.254453693316236
1,10,8.999462283472212
1,11,23.79301327374378
1,12,3.238614674603241
1,13,8.731426194195137
1,14,13.465702318758304
1,15,8.216914649399541
1,16,9.477247583680537
1,17,7.895321579659594
1,18,7.997394354045355
1,19,11.333630298107892
1,20,11.120723416882356
1,21,7.345692599604263
1,22,7.016962762107141
1,23,11.635515723914523
1,24,6.59712732337357
1,25,10.51133973855849
1,26,7.962479976203213
1,27,6.009039410824698
1,28,5.624529015256485
1,29,11.249440274827975
1,30,9.067380841996965
1,31,14.604817497352997
1,32,4.863493353730519
1,33,21.903181744396534
1,34,12.846845487822975
1,35,4.032478217533026
1,36,3.429016240479541
1,37,3.746288439900127
1,38,8.654509369448533
1,39,3.258481519145789
1,40,7.908109637160123
1,41,4.432042070859097
1,42,5.057944484978179
1,43,1.0989527973470103
1,44,2.2654946289212603
1,45,2.0675141268629886
1,46,16.09149553374027
1,47,7.084108166691294
1,48,1.527727975821108
1,49,4.631571629621249
1,50,2.678528231157543
1,51,9.075519207601246
1,52,16.064909210088445
1,53,3.8937371631054702
1,54,3.0786353836556373
1,55,0.0
1,56,2.740449332199205
1,57,1.8395258310447389
1,58,4.993550579667499
1,59,15.191659801905189
1,60,1.1536392359503225
1,61,3.3321959142576816
1,62,0.5502207769714005
1,63,1.8072882991327788
1,64,8.73921653967227
1,65,1.3690118062404508
1,66,5.79607929314443
1,67,2.7434008058862673
1,68,3.1105935331033834
1,69,0.0
1,70,8.08699799968781
1,71,0.8198526867818146
1,72,1.9773874902493844
1,73,5.294480937252956
1,74,2.3091228695120662
1,75,9.222105930455655
1,76,0.4062828557089233
1,77,0.8044395584438462
1,78,1.3934318310693925
1,79,6.191773313132217
1,80,1.0371172415379988
1,81,1.61087993961155
1,82,8.94955818633207
1,83,2.237865042659905
1,84,7.166955457196309
1,85,1.9074923212265276
1,86,2.0872874622818927
1,87,4.59157271386357
1,88,1.3259263985491998
1,89,1.450326728692744
1,90,2.365415152435162
1,91,2.094472403079635
1,92,1.7174079576270742
1,93,0.04548736455581093
1,94,1.8565369661409932
1,95,0.8377094664410834
1,96,1.513236584059996
1,97,0.784056678550769
1,98,0.3451011244324036
1,99,1.2832071550365072
1,100,0.24034643480445084
