node,iteration,delta
1,1,2.4875
1,2,21.262781526381914
1,3,7.553873803844795
1,4,9.381506032743303
1,5,9.789793749485739
1,6,8.537923126326291
1,7,7.404374643912547
1,8,7.1671799510796745
1,9,6.867489649605432
1,10,6.743066059140574
1,11,5.315488755688762
1,12,5.0077666646446914
1,13,4.069838272077959
1,14,3.4418019898682815
1,15,3.3929124528197008
1,16,2.560958915084939
1,17,11.915768448028075
1,18,4.328698101367991
1,19,9.840396695498839
1,20,1.1440940889774538
1,21,13.929332918454975
1,22,7.2858893632947
1,23,5.862314991001085
1,24,1.7550836004684243
1,25,0.0
1,26,14.37719082425474
1,27,0.36084523209456165
1,28,8.380977711508876
1,29,6.907439316188629
1,30,2.2817949234331536
1,31,2.1217214117709773
1,32,1.973674842393848
1,33,5.642369253078414
1,34,1.5907648510278705
1,35,1.8885941864900815
1,36,3.0801842349342223
1,37,0.6280866082643115
1,38,2.7797865100478703
1,39,3.350551689848089
1,40,0.7288894133175745
1,41,1.820375553748363
1,42,0.7508914779377847
1,43,1.8310538606961018
1,44,4.488447321592503
1,45,2.7512557488771563
1,46,2.585885283344851
1,47,5.483130459946551
1,48,6.853792502164197
1,49,1.5298640211981365
1,50,9.12534449905661
1,51,2.545535442975506
1,52,2.221316768084307
1,53,3.2727866804425503
1,54,1.3449706901119498
1,55,3.7405817808144093
1,56,0.6340297897886558
1,57,0.6336655144705219
1,58,1.2883221227293689
1,59,0.13785155656432835
1,60,0.6107716266428724
1,61,1.147942544457237
1,62,0.2538049020231483
1,63,1.1794109952434155
1,64,0.30699285566788603
1,65,2.179830642151501
1,66,0.5984796733655458
1,67,0.47880881895616767
1,68,0.42545060467637086
1,69,0.7879354378956123
1,70,0.6615386529447278
1,71,0.6162276199661392
1,72,0.1431168433550738
1,73,0.9768947772054162
1,74,0.3502164540686863
1,75,0.6287286594942998
1,76,0.5722380358729424
1,77,0.3849312583106439
1,78,0.17832813713039286
1,79,0.30277156964393726
1,80,0.2578592873828711
1,81,0.0728810507266644
1,82,0.6441813203514357
1,83,0.1501343156942312
1,84,0.17561883655935162
1,85,0.4930356081631544
1,86,0.028098383134874894
1,87,0.009999589450217172
1,88,0.08082344095191729
1,89,0.3557634952994704
1,90,0.20371143535203373
1,91,0.08501612922236745
1,92,0.14497306499015394
1,93,0.05042447141477169
1,94,0.14506204244798937
1,95,0.05794325826718705
1,96,0.1726928425191545
1,97,0.2596748761975505
1,98,0.030819164495824225
1,99,0.014853681705517374
1,100,0.009644678669246787
