approx_value,iteration
0.0,1
25.208681723046876,2
62.414962908845396,3
117.89730576463383,4
204.29049137228424,5
314.93851071816687,6
383.23309893467945,7
503.4687214782703,8
636.6774248610498,9
726.7526927771738,10
762.7779394683132,11
896.6007257477615,12
1022.0566726604313,13
1119.4050392970007,14
1186.6695683857113,15
1301.1070268203657,16
1370.10726608196,17
1467.2047250024748,18
1519.9881026197754,19
1623.1071187311632,20
1702.168695675703,21
1786.3257879173727,22
1885.2901256319956,23
1961.7688294927939,24
2009.8150377081731,25
2068.5830380215284,26
2131.8568831453676,27
2208.1484338440423,28
2273.953939921397,29
2344.442043240387,30
2406.1327204165764,31
2462.8609977862807,32
2516.223114878113,33
2566.562356223693,34
2621.2144768464495,35
2647.410882972212,36
2690.1690803910124,37
2734.662369106002,38
2782.596709337303,39
2823.0317598912134,40
2864.310418237216,41
2896.7719329484985,42
2921.5083743450255,43
2944.146752260796,44
2973.0287867220686,45
3008.7320958611226,46
3042.029405704291,47
3072.5401101177276,48
3094.220682509455,49
3120.8033807411293,50
3148.7086508563225,51
3169.5592566577893,52
3187.149012291651,53
3204.1970770944044,54
3214.8032257665045,55
3222.7119869073813,56
3233.9369060364825,57
3251.9872503291604,58
3262.3084643344855,59
3269.092315445603,60
3280.146869511438,61
3292.340193301837,62
3305.742775063247,63
3319.969491937818,64
3333.4221061347753,65
3344.922798735609,66
3354.6655337480206,67
3362.4989928527857,68
3369.172902008463,69
3375.1603554755175,70
3382.3273316519744,71
3386.5450106927838,72
3392.7901816517597,73
3398.468373840246,74
3404.999306652264,75
3413.776421310933,76
3418.874363545826,77
3426.8885187213127,78
3437.509497170812,79
3444.2713502065903,80
3449.7967148427224,81
3454.693634775879,82
3458.319029904289,83
3463.261749472503,84
3467.42747420683,85
3472.976346888976,86
3478.5721161049123,87
3483.0856092499366,88
3486.4540113063135,89
3489.840586023691,90
3493.1728982326977,91
3495.873782799168,92
3497.6711461211685,93
3500.1130683324363,94
3501.5680875637267,95
3503.1921377883846,96
3504.6605013815115,97
3505.54573429446,98
3506.0891717984196,99
3506.7127516335045,100
