node,iteration,delta
1,1,0.0
1,2,3.0783589843750008
1,3,13.749775583208176
1,4,13.934031729064799
1,5,9.032500634769264
1,6,8.393368342009296
1,7,8.39373724200891
1,8,7.39956111627032
1,9,7.161729791768039
1,10,6.726895822014967
1,11,8.183604834420862
1,12,5.423714902833467
1,13,4.774426342217566
1,14,8.333615629518363
1,15,4.603470991451559
1,16,3.430185320137525
1,17,7.624387447840945
1,18,2.632314113939401
1,19,6.937609791202931
1,20,5.372756820964241
1,21,4.752648860962836
1,22,5.08272728649581
1,23,5.415500541520714
1,24,3.9674463216922504
1,25,7.72120171241022
1,26,9.210097423521574
1,27,7.439807283159553
1,28,2.4466160300262345
1,29,3.54509427226958
1,30,13.673616755014336
1,31,5.685158422801578
1,32,1.097323252260594
1,33,3.681645278284577
1,34,1.1316727939556586
1,35,0.5680883691470626
1,36,1.2126343787199403
1,37,5.216452208785995
1,38,4.594771987476179
1,39,4.12885347989959
1,40,2.6288611787176706
1,41,2.9243534800220914
1,42,1.623078043771784
1,43,1.6135347691943025
1,44,0.803815453025436
1,45,1.1326888106868864
1,46,1.194576814559241
1,47,3.642527183099446
1,48,1.0768746446719888
1,49,0.8260265353092109
1,50,2.748493663591944
1,51,1.4074770875058675
1,52,1.7985107463355234
1,53,1.116749768325917
1,54,2.2480977195218657
1,55,0.0033415757093280263
1,56,0.5633643053888591
1,57,1.1600849470996764
1,58,1.9587958564593464
1,59,0.17993685889723565
1,60,3.1560770601622608
1,61,0.5496171900881563
1,62,0.8725848840308572
1,63,1.244986965732096
1,64,0.5001748018180479
1,65,0.8112968748491767
1,66,0.6304050210555943
1,67,0.34654648899868334
1,68,0.6596481913557
1,69,0.012629368610305391
1,70,0.9136592619033763
1,71,0.5159821562597244
1,72,0.5819096867703593
1,73,0.37853987740072625
1,74,1.2341540959259873
1,75,0.4713661291857534
1,76,0.45777979254762613
1,77,1.1567293229036295
1,78,1.9969459959170308
1,79,0.7774260682326712
1,80,0.19575645053964763
1,81,0.41466618131244104
1,82,0.1868159202881543
1,83,0.3128088368266617
1,84,0.08123004290973768
1,85,0.954975558415299
1,86,0.16169139044541225
1,87,0.2987083133375563
1,88,0.4004264267632607
1,89,0.3119198893682551
1,90,0.1705614442184924
1,91,0.4201982094273262
1,92,0.22781488733517108
1,93,0.20722058844512503
1,94,0.27317245984750116
1,95,0.1466337327792644
1,96,0.2909369057065305
1,97,0.06423906076088315
1,98,0.02142751523433617
1,99,0.004254993091308279
1,100,0.07046826758050884
