coefficients,shift,node,intercept,state,iteration,time
"{""volume[1]"":0.0}","[[0.0,1]]",1,0.0,"{""volume[1]"":0.0}",0,0.0
"{""volume[1]"":-1.0}","[[0.0,2]]",1,35.0,"{""volume[1]"":0.0}",1,0.0045490264892578125
"{""volume[1]"":-1.4995}","[[0.0,3]]",1,59.97500000000001,"{""volume[1]"":10.0}",1,0.004945039749145508
"{""volume[1]"":-0.74900025}","[[0.0,4]]",1,57.42752,"{""volume[1]"":50.0}",1,0.005106925964355469
"{""volume[1]"":-1.374125624875}","[[0.0,5]]",1,86.1600462425,"{""volume[1]"":20.0}",2,0.005631923675537109
"{""volume[1]"":-1.6863757496250624}","[[0.0,6]]",1,105.48261370750562,"{""volume[1]"":0.0}",2,0.005789995193481445
"{""volume[1]"":-1.3423446869377187}","[[0.0,7]]",1,108.09697457709647,"{""volume[1]"":30.0}",2,0.00592803955078125
"{""volume[1]"":-0.6705011711253905}","[[0.0,8]]",1,79.10947393502141,"{""volume[1]"":70.0}",2,0.006064891815185547
"{""volume[1]"":-1.005416506102523}","[[0.0,9]]",1,111.92634946602195,"{""volume[1]"":50.0}",2,0.006206035614013672
"{""volume[1]"":-1.5022055447982103}","[[0.0,10]]",1,136.74825677260964,"{""volume[1]"":0.0}",3,0.006742954254150391
"{""volume[1]"":-1.750351669626706}","[[0.0,11]]",1,154.10095842703583,"{""volume[1]"":0.0}",3,0.006885051727294922
"{""volume[1]"":-1.8743006589785396}","[[0.0,12]]",1,167.7178376992526,"{""volume[1]"":0.0}",3,0.007019996643066406
"{""volume[1]"":-1.9362131791597805}","[[0.0,13]]",1,179.46372448675996,"{""volume[1]"":20.0}",3,0.007155895233154297
"{""volume[1]"":-1.4693440277885208}","[[0.0,14]]",1,169.49733008517757,"{""volume[1]"":50.0}",3,0.007288932800292969
"{""volume[1]"":-1.7339373418803663}","[[0.0,15]]",1,192.2879265022718,"{""volume[1]"":20.0}",3,0.00742793083190918
"{""volume[1]"":-1.732203404538486}","[[0.0,16]]",1,202.09563857576953,"{""volume[1]"":50.0}",3,0.007556915283203125
"{""volume[1]"":-0.8652356005669738}","[[0.0,17]]",1,131.90383948560608,"{""volume[1]"":100.0}",4,0.008192062377929688
"{""volume[1]"":-0.8643703649664068}","[[0.0,18]]",1,140.41563929578453,"{""volume[1]"":130.0}",4,0.008332014083862305
"{""volume[1]"":-0.9317529973007201}","[[0.0,19]]",1,156.49072238409704,"{""volume[1]"":110.0}",4,0.008476972579956055
"{""volume[1]"":-1.3306462227186835}","[[0.0,20]]",1,200.76274287342835,"{""volume[1]"":80.0}",4,0.008622884750366211
"{""volume[1]"":-1.130068410399692}","[[0.0,21]]",1,194.0796271005392,"{""volume[1]"":110.0}",4,0.008766889572143555
