node,iteration,delta
1,1,19.980000000000004
1,2,18.0415454647879
1,3,16.86971876110013
1,4,9.8765430903658
1,5,9.799471420677008
1,6,14.665857755523689
1,7,9.064544866635629
1,8,9.47870489218542
1,9,9.358704690592617
1,10,14.249968522746258
1,11,9.182112153537446
1,12,9.0336523347421
1,13,13.442732966389713
1,14,8.7477660015943
1,15,25.36319167207921
1,16,8.294119560377794
1,17,8.245755396139884
1,18,7.8358281933492435
1,19,7.565904409324503
1,20,7.414114555984725
1,21,7.095313632388752
1,22,7.0216752040219035
1,23,7.624113949835191
1,24,7.7105780184765536
1,25,6.135128653978427
1,26,7.062438103397653
1,27,5.6648477088474465
1,28,8.600376166166825
1,29,5.393754214931505
1,30,34.91238955111203
1,31,5.358958206367788
1,32,8.689984217695383
1,33,4.847029741026745
1,34,9.848794782967161
1,35,3.6451227197567277
1,36,5.522931095158128
1,37,3.7572597790667714
1,38,5.13153699234681
1,39,12.712228875820074
1,40,3.1385133216281247
1,41,10.022321089506477
1,42,8.149667830462022
1,43,2.613271844476003
1,44,2.520547335426272
1,45,11.317061923988149
1,46,5.130654883592797
1,47,2.304451212312415
1,48,8.239031661081754
1,49,10.030639840944787
1,50,1.6678777542238095
1,51,9.678939004248605
1,52,3.1869778396448964
1,53,1.8189894035458565e-12
1,54,1.4045180829434685
1,55,6.585043409884747
1,56,7.118019080908198
1,57,4.25882877879485
1,58,14.218289041280514
1,59,3.5313525926103466
1,60,6.21624688297743
1,61,2.834689874356627
1,62,10.209562008913053
1,63,4.745496645724415
1,64,5.891376289426262
1,65,0.8610910918487207
1,66,1.4678430442472745
1,67,11.447708000088824
1,68,4.462182232991836
1,69,0.5628113025395578
1,70,2.57275665227462
1,71,6.017609063475902
1,72,0.1821352868755639
1,73,1.0531452054892725
1,74,9.55047952498353
1,75,3.2892159986240586
1,76,1.8146797469889862
1,77,9.952087691242923
1,78,8.500472266807265
1,79,1.3267980339533096
1,80,3.012521953371106
1,81,1.2248784487292141
1,82,3.821210840234926
1,83,0.04559848982898984
1,84,3.0530220763703255
1,85,2.035241369771029
1,86,1.8454938129634684
1,87,3.8233240666013444
1,88,3.075642800407877
1,89,1.0635137450753973
1,90,1.1119519562325877
1,91,1.5073864250534825
1,92,1.8140789260614838
1,93,1.5482916571290843
1,94,3.222421794245747
1,95,0.74805495007422
1,96,2.823012061753616
1,97,0.7157830121577717
1,98,8.896385686386566
1,99,1.3214657435601112
1,100,0.8266344537278201
