node,iteration,delta
1,1,19.800000000000004
1,2,18.04548364557122
1,3,9.551527967370447
1,4,8.862053800739218
1,5,8.184416425865777
1,6,15.522344321103844
1,7,19.79050894717102
1,8,5.634590771015894
1,9,5.016451235322961
1,10,13.991507785882845
1,11,4.27596382496904
1,12,4.024170306876158
1,13,10.492250064334257
1,14,4.538071708507118
1,15,8.205998831841612
1,16,1.4188018004018659
1,17,6.001704381013951
1,18,3.464232369593333
1,19,2.3283061122810977
1,20,1.5761113812159238
1,21,4.28794707547263
1,22,2.093578575753554
1,23,2.7637294957062295
1,24,3.092257875566247
1,25,1.849737500100673
1,26,5.768950566609647
1,27,2.053013637873619
1,28,4.7661335099644475
1,29,0.6386574200585073
1,30,7.529476928731356
1,31,5.250970172953885
1,32,1.1047375158220802
1,33,2.647021819238489
1,34,0.9664856596148184
1,35,0.5308028249612562
1,36,2.500557882703106
1,37,0.5606507406803303
1,38,0.043243009904017526
1,39,3.136508671090951
1,40,4.739428619946011
1,41,0.6871431745441896
1,42,0.3290228157943602
1,43,0.5663078099594259
1,44,0.29288797152025836
1,45,0.9172803876456328
1,46,0.25498740371563144
1,47,0.6790748605576482
1,48,0.25740210679146003
1,49,0.03728437192125966
1,50,0.8943038157838146
1,51,0.8353752049176819
1,52,0.8709781533646037
1,53,0.048492618551108535
1,54,0.6813425775706037
1,55,0.8856100050052191
1,56,0.26460772664290744
1,57,0.6691700317721825
1,58,0.6461792544000673
1,59,0.3751477246637478
1,60,0.3472218315196187
1,61,0.022498669182823505
1,62,0.13607621721826035
1,63,0.013600048740045168
1,64,0.0683870590899005
1,65,0.0118050838095769
1,66,0.031805114965891335
1,67,0.07825737542384559
1,68,0.08041393431699362
1,69,0.13800161317112725
1,70,0.10453115749373865
1,71,0.057092717452178476
1,72,0.06199822108783337
1,73,0.023067197962291175
1,74,0.11847493545997168
1,75,0.08452235277536602
1,76,0.004912288912009899
1,77,0.03701429536499745
1,78,0.06412797844632223
1,79,0.06017879343971799
1,80,0.010818362273994353
1,81,0.016669739446797394
1,82,0.033606850233354635
1,83,6.339632818708196e-9
1,84,0.00956792718716315
1,85,0.003235450267311535
1,86,0.0036305918140442373
1,87,0.012114153811126016
1,88,0.005536653528452007
1,89,0.0032359607503167354
1,90,0.002868223446967022
1,91,1.2346781659289263e-5
1,92,0.0034672956649046682
1,93,0.015616471196608472
1,94,0.013611084937110718
1,95,0.003729808648358812
1,96,0.0008817287148303876
1,97,0.00033846991800601245
1,98,0.012559843953113159
1,99,0.00845555872820114
1,100,0.005864976898919849
